Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"W Lee, HS Ko",Heuristic misfit reduction: A programmable approach for 3D garment fit customization,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784931730170X,"https://scholar.google.com/scholar?cites=8496598208028611697&as_sdt=2005&sciodt=0,5&hl=en",225,2025-02-16 20:07:31,,,,,,,,,16,2.29,8,2,7,"Based on the physically-based clothing simulation, this paper develops a novel method to customize the fit of the given garment to the reference body. The method defines three misfit …",http://graphics.snu.ac.kr/publications/journals/2018-Lee.pdf,"https://scholar.google.com/scholar?q=related:cRTEpA376XUJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
15,"FA Fanni, G Cherchi, A Muntoni, A Tola, R Scateni",Fabrication oriented shape decomposition using polycube mapping,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301717,"https://scholar.google.com/scholar?cites=4635135207051160644&as_sdt=2005&sciodt=0,5&hl=en",227,2025-02-16 20:07:31,,,,,,,,,15,2.14,3,5,7,"In recent years, fabrication technologies have developed at a breakneck pace. However, some limitations on shape and dimension still apply both to additive and subtractive …",https://iris.unica.it/bitstream/11584/254237.7/1/loginmiur.pdf,"https://scholar.google.com/scholar?q=related:ROwwrulOU0AJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
21,"H Zhao, H Zhang, X Jin",Efficient image decolorization with a multimodal contrast-preserving measure,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301024,"https://scholar.google.com/scholar?cites=18154337765917760331&as_sdt=2005&sciodt=0,5&hl=en",229,2025-02-16 20:07:31,,,,,,,,,21,3.0,7,3,7,"Decolorization is widely used in monotonic displaying, black-and-white printing, single-channel image processing, and many computer vision applications. The conversion of a …",,"https://scholar.google.com/scholar?q=related:S5v8JQMq8fsJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
18,"H Oku, T Uji, Y Zhang, K Shibahara",Edible fiducial marker made of edible retroreflector,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301572,"https://scholar.google.com/scholar?cites=645157006684517386&as_sdt=2005&sciodt=0,5&hl=en",233,2025-02-16 20:07:31,,,,,,,,,18,2.57,5,4,7,"Abstract In Augmented Reality (AR) and Mixed Reality (MR), it is important to measure the position and orientation of objects in the real world. However, there were many difficulties in …",,"https://scholar.google.com/scholar?q=related:CvTIH-EO9AgJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
16,M Livesu,A heat flow based relaxation scheme for n dimensional discrete hyper surfaces,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300049,"https://scholar.google.com/scholar?cites=5465212789104754950&as_sdt=2005&sciodt=0,5&hl=en",235,2025-02-16 20:07:31,,,,,,,,,16,2.29,16,1,7,We consider the problem of relaxing a discrete (n− 1) dimensional hyper surface defining the boundary between two adjacent n dimensional regions in a discrete segmentation. This …,,"https://scholar.google.com/scholar?q=related:BsGCZBNW2EsJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
10,"Z Liu, L Zhou, H Leung, HPH Shum",High-quality compatible triangulations and their application in interactive animation,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301018,"https://scholar.google.com/scholar?cites=5607711659887532813&as_sdt=2005&sciodt=0,5&hl=en",236,2025-02-16 20:07:31,,,,,,,,,10,1.43,3,4,7,"We propose a new method to compute compatible triangulations of two polygons in order to create smooth geometric transformations between them. Compared to existing methods, our …",https://nrl.northumbria.ac.uk/id/eprint/35739/1/Accepted%20version.pdf,"https://scholar.google.com/scholar?q=related:DZtpMguY0k0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
11,"A Sujar, JJ Casafranca, A Serrurier, M Garcia",Real-time animation of human characters' anatomy,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300906,"https://scholar.google.com/scholar?cites=5566052992114512836&as_sdt=2005&sciodt=0,5&hl=en",240,2025-02-16 20:07:31,,,,,,,,,11,1.57,3,4,7,The animation of articulated characters is a central problem in the computer graphics field. Skeletal animation techniques define a workflow which has proven to be effective for …,https://www.researchgate.net/profile/Aaron-Sujar/publication/325611840_Real-time_animation_of_human_characters%27_anatomy/links/5da74ac592851caa1baa5030/Real-time-animation-of-human-characters-anatomy.pdf,"https://scholar.google.com/scholar?q=related:xFP8w7SXPk0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
15,"Y Yang, S Chai, XM Fu",Computing interior support-free structure via hollow-to-fill construction,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317300985,"https://scholar.google.com/scholar?cites=2818644233349470816&as_sdt=2005&sciodt=0,5&hl=en",242,2025-02-16 20:07:31,,,,,,,,,15,2.14,5,3,7,Shape optimization often takes into account both inner and outer surfaces to achieve the design goals. The inner surface produced by existing methods is usually not support-free …,,"https://scholar.google.com/scholar?q=related:YJr_FP_VHScJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
17,"Z Vosough, M Hogräfer, LA Royer, R Groh, ...",Parallel hierarchies: A visualization for cross-tabulating hierarchical categories,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301080,"https://scholar.google.com/scholar?cites=16725473881490509963&as_sdt=2005&sciodt=0,5&hl=en",253,2025-02-16 20:07:31,,,,,,,,,17,2.43,3,5,7,The visualization of categorical datasets is an open field of research. While a number of standard diagramming techniques exist to investigate data distributions across multiple …,https://cs.au.dk/~hjschulz/pdfs/phfinal.pdf,"https://scholar.google.com/scholar?q=related:i9BQPuHRHOgJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
16,"D Mejia, O Ruiz-Salguero, JR Sánchez, J Posada, ...",Hybrid geometry/topology based mesh segmentation for reverse engineering,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300372,"https://scholar.google.com/scholar?cites=1607450961376969243&as_sdt=2005&sciodt=0,5&hl=en",264,2025-02-16 20:07:31,,,,,,,,,16,2.29,3,5,7,Mesh segmentation and parameterization are crucial for Reverse Engineering (RE). Bijective parameterizations of the sub-meshes are a sine-qua-non test for segmentation …,https://repository.eafit.edu.co/bitstream/handle/10784/27711/1-s2.0-S0097849318300372-main.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:GwK8-iHQThYJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
17,"E Kaya, S Alacam, Y Findik, S Balcisoy",Low-fidelity prototyping with simple collaborative tabletop computer-aided design systems,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784931730119X,"https://scholar.google.com/scholar?cites=16715246336268036537&as_sdt=2005&sciodt=0,5&hl=en",269,2025-02-16 20:07:31,,,,,,,,,17,2.43,4,4,7,Abstract Design processes encompass iterative elaboration and elimination of new and many ideas gathered from a wide range of resources. The higher the diversity of the …,,"https://scholar.google.com/scholar?q=related:uelnTvt7-OcJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
10,"S Ramos, DF Trevisan, HC Batagelo, MC Sousa, ...",Contour-aware 3D reconstruction of side-view sketches,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301432,"https://scholar.google.com/scholar?cites=1333691713766328537&as_sdt=2005&sciodt=0,5&hl=en",280,2025-02-16 20:07:31,,,,,,,,,10,1.43,2,5,7,"The 3D reconstruction from a single 2D side-view sketch faces challenges in capturing details of the curves and inferring the hidden parts. Here, we introduce an approach that …",https://ires.cpsc.ucalgary.ca/publ/papers/2018/refs/Ramos%20et%20al.%20'18.pdf,"https://scholar.google.com/scholar?q=related:2YjsJow5ghIJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
11,"X Feng, W Wan, RY Da Xu, S Perry, P Li, S Zhu",A novel spatial pooling method for 3D mesh quality assessment based on percentile weighting strategy,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300530,"https://scholar.google.com/scholar?cites=13703142037278063317&as_sdt=2005&sciodt=0,5&hl=en",282,2025-02-16 20:07:31,,,,,,,,,11,1.57,2,6,7,Most of existing mesh quality assessment metrics consist of a similar two-stage computation process: first constructing a quality map by comparing the local regions between reference …,,"https://scholar.google.com/scholar?q=related:1XqunhRXK74J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
11,"M Xu, S Xin, C Tu",Towards globally optimal normal orientations for thin surfaces,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784931830092X,"https://scholar.google.com/scholar?cites=15963636021644389257&as_sdt=2005&sciodt=0,5&hl=en",288,2025-02-16 20:07:31,,,,,,,,,11,1.57,4,3,7,"Globally unified normal orientations for unorganized point set are essential for reconstruction, rendering, texture mapping etc. Although there is a large body of literature on …",,"https://scholar.google.com/scholar?q=related:iWu--WE6it0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
12,"MG Choi, J Lee",As-rigid-as-possible solid simulation with oriented particles,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301206,"https://scholar.google.com/scholar?cites=4107789476058934919&as_sdt=2005&sciodt=0,5&hl=en",305,2025-02-16 20:07:31,,,,,,,,,12,1.71,6,2,7,We propose a new as-rigid-as-possible approach to the real-time simulation of physics-based deformable models for interactive applications such as computer games. The key …,http://cg.kw.ac.kr/OpARAP/OpARAP%20-%20CAG.pdf,"https://scholar.google.com/scholar?q=related:h66UtMPMATkJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
11,"R Roussel, MP Cani, JC Léon, NJ Mitra",Exploratory design of mechanical devices with motion constraints,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300888,"https://scholar.google.com/scholar?cites=2179708325510948881&as_sdt=2005&sciodt=0,5&hl=en",307,2025-02-16 20:07:31,,,,,,,,,11,1.57,3,4,7,"Mechanical devices are ubiquitous in our daily lives, and the motion they are able to transmit is often a critical part of their function. While digital fabrication devices facilitate their …",https://hal.science/hal-01828500/file/authorVersion.pdf,"https://scholar.google.com/scholar?q=related:EagKaCzhPx4J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
10,"W Meng, S Chen, Z Shu, SQ Xin, H Fu, C Tu",Efficiently computing feature-aligned and high-quality polygonal offset surfaces,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317300961,"https://scholar.google.com/scholar?cites=11882270654914377091&as_sdt=2005&sciodt=0,5&hl=en",310,2025-02-16 20:07:31,,,,,,,,,10,1.43,2,6,7,"Abstract 3D surface offsetting is a fundamental geometric operation in CAD/CAE/CAM. In this paper, we propose a super-linear convergent algorithm to generate a well-triangulated …",https://scholars.cityu.edu.hk/files/18435107/27_18369637_Efficiently_computing_feature_postprint.pdf,"https://scholar.google.com/scholar?q=related:gzU4pzRO5qQJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
10,"L Zhang, D Nguyen, D Thompson, R Laramee, ...",Enhanced vector field visualization via Lagrangian accumulation,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301073,"https://scholar.google.com/scholar?cites=3455888577593205582&as_sdt=2005&sciodt=0,5&hl=en",312,2025-02-16 20:07:31,,,,,,,,,10,1.43,2,5,7,"In this paper, we revisit the Lagrangian accumulation process that aggregates the local attribute information along integral curves for vector field visualization. Similar to the …",https://www.sciencedirect.com/science/article/am/pii/S0097849317301073,"https://scholar.google.com/scholar?q=related:TuPF6lnI9S8J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
13,"H Xu, J Li, G Lu, H Deng, D Zhang, J Ye",Modeling 3D human body with a smart vest,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301043,"https://scholar.google.com/scholar?cites=16480365327570140804&as_sdt=2005&sciodt=0,5&hl=en",338,2025-02-16 20:07:31,,,,,,,,,13,1.86,2,6,7,A novel human body reconstruction method based on measuring human body feature curves is proposed in this paper. Feature curves reflecting the cross section shape of human …,,"https://scholar.google.com/scholar?q=related:hH573vIEtuQJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
8,"J Liao, S Shen, E Eisemann",Depth annotations: Designing depth of a single image for depth-based effects,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301899,"https://scholar.google.com/scholar?cites=2074919989223688035&as_sdt=2005&sciodt=0,5&hl=en",344,2025-02-16 20:07:31,,,,,,,,,8,1.14,3,3,7,"We present a novel pipeline to generate a depth map from a single image that can be used as input for a variety of artistic depth-based effects. In such a context, the depth maps do not …",https://pure.tudelft.nl/ws/files/49455981/36590504_depthannotations_authorsversion.pdf,"https://scholar.google.com/scholar?q=related:YwcJn7yYyxwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
11,"T Wang, M Tang, Z Wang, R Tong",Accurate self-collision detection using enhanced dual-cone method,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300475,"https://scholar.google.com/scholar?cites=11042725403342712284&as_sdt=2005&sciodt=0,5&hl=en",363,2025-02-16 20:07:31,,,,,,,,,11,1.57,3,4,7,We present an accurate and robust algorithm for self-collision detection in deformable models. Our method is based on the normal cone test and is suitable for both discrete and …,https://min-tang.github.io/home/DCC/files/dcc.pdf,"https://scholar.google.com/scholar?q=related:3K1sWj-kP5kJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
9,"B Neukom, SM Arisona, S Schubiger",Real-time GIS-based snow cover approximation and rendering for large terrains,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301693,"https://scholar.google.com/scholar?cites=5241285679156072714&as_sdt=2005&sciodt=0,5&hl=en",365,2025-02-16 20:07:31,,,,,,,,,9,1.29,3,3,7,Various terrain visualization techniques based on geographic information system (GIS) data already exist. One major drawback of existing visualizations is that they do not capture …,,"https://scholar.google.com/scholar?q=related:CpFwQI7JvEgJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
9,"TK Dey, R Slechta",Edge contraction in persistence-generated discrete Morse vector fields,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784931830061X,"https://scholar.google.com/scholar?cites=3346161255151538886&as_sdt=2005&sciodt=0,5&hl=en",366,2025-02-16 20:07:31,,,,,,,,,9,1.29,5,2,7,"Recently, discrete Morse vector fields have been shown to be useful in various applications. Analogous to the simplification of large meshes using edge contractions, one may want to …",https://www.sciencedirect.com/science/article/am/pii/S009784931830061X,"https://scholar.google.com/scholar?q=related:xpJ7zu7zby4J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
8,"M Čadík, D Sýkora, S Lee",Automated outdoor depth-map generation and alignment,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300608,"https://scholar.google.com/scholar?cites=7012860894307533826&as_sdt=2005&sciodt=0,5&hl=en",370,2025-02-16 20:07:31,,,,,,,,,8,1.14,3,3,7,"Image enhancement tasks can highly benefit from depth information, but the direct estimation of outdoor depth maps is difficult due to vast object distances. This paper …",,"https://scholar.google.com/scholar?q=related:AsRt4NOvUmEJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
12,"VA de Jesus Oliveira, L Nedel, A Maciel",Assessment of an articulatory interface for tactile intercommunication in immersive virtual environments,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301067,"https://scholar.google.com/scholar?cites=4407274827955601839&as_sdt=2005&sciodt=0,5&hl=en",375,2025-02-16 20:07:31,,,,,,,,,12,1.71,4,3,7,"In real life, the sense of touch provides information about the environment that surrounds us. It is an essential sense and a social one, as it typically implies an interaction with another …",,"https://scholar.google.com/scholar?q=related:r4HQ8xrJKT0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
9,"M Macedo, A Apolinário",Improved anti-aliasing for Euclidean distance transform shadow mapping,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301905,"https://scholar.google.com/scholar?cites=12541634810592251004&as_sdt=2005&sciodt=0,5&hl=en",379,2025-02-16 20:07:31,,,,,,,,,9,1.29,5,2,7,"High-quality, real-time penumbra rendering remains a challenging problem in computer graphics. Existing techniques for real-time fixed-size penumbra simulation generate …",,"https://scholar.google.com/scholar?q=related:fEwGbGnWDK4J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
9,"K Kar�?iauskas, J Peters","Rapidly contracting subdivision yields finite, effectively C2 surfaces",2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300839,"https://scholar.google.com/scholar?cites=14986711478053246445&as_sdt=2005&sciodt=0,5&hl=en",382,2025-02-16 20:07:31,,,,,,,,,9,1.29,5,2,7,Tools of subdivision theory allow constructing surfaces that are effectively C 2 and have a good highlight line distribution also near irregularities where more or fewer than four …,https://www.cise.ufl.edu/research/SurfLab/papers/smi18g.pdf,"https://scholar.google.com/scholar?q=related:7RWisK9--88J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"A Konev, M Matusich, I Viola, H Schulze, D Cornel, ...",Fast cutaway visualization of sub-terrain tubular networks,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301031,"https://scholar.google.com/scholar?cites=14745905818685987176&as_sdt=2005&sciodt=0,5&hl=en",388,2025-02-16 20:07:31,,,,,,,,,4,0.57,1,6,7,This paper proposes a context-preserving 3D visualization technique for interactive view-and distance-dependent cutaway visualization that reveals the subsurface urban …,,"https://scholar.google.com/scholar?q=related:aNkkBjf7o8wJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
6,"CJ dos Santos Brito, ALBV e Silva, JM Teixeira, ...",Ray tracer based rendering solution for large scale fluid rendering,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301547,"https://scholar.google.com/scholar?cites=9762835751342010875&as_sdt=2005&sciodt=0,5&hl=en",389,2025-02-16 20:07:31,,,,,,,,,6,0.86,2,4,7,Fluid simulation using meshless methods has increasingly become a robust way to solve mechanics problems that require dealing with large deformations and has become very …,https://www.academia.edu/download/117820269/j.cag.2018.09.01920240830-1-gpcsdk.pdf,"https://scholar.google.com/scholar?q=related:-3E532OPfIcJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
6,"S Ramachandran, D Ghafourzadeh, M de Lasa, ...",Joint planar parameterization of segmented parts and cage deformation for dense correspondence,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300864,"https://scholar.google.com/scholar?cites=7831077959801902161&as_sdt=2005&sciodt=0,5&hl=en",391,2025-02-16 20:07:31,,,,,,,,,6,0.86,2,4,7,"In this paper, we present a robust and efficient approach for computing a dense registration between two surface meshes. The proposed approach exploits a user-provided sparse set …",,"https://scholar.google.com/scholar?q=related:URRi4umTrWwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
8,"J Díaz-García, P Brunet, I Navazo, PP Vázquez",Progressive ray casting for volumetric models on mobile devices,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784931830030X,"https://scholar.google.com/scholar?cites=18024622302418233911&as_sdt=2005&sciodt=0,5&hl=en",392,2025-02-16 20:07:31,,,,,,,,,8,1.14,2,4,7,"Mobile devices have experienced an incredible market penetration in the last decade. Currently, medium to premium smartphones are relatively affordable devices. With the …",https://upcommons.upc.edu/bitstream/handle/2117/119561/progressive_raycasting.pdf,"https://scholar.google.com/scholar?q=related:N-o4SnxSJPoJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
10,"H Zhu, B Sheng, Z Shao, Y Hao, X Hou, L Ma",Better initialization for regression-based face alignment,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301292,"https://scholar.google.com/scholar?cites=691634234492262155&as_sdt=2005&sciodt=0,5&hl=en",396,2025-02-16 20:07:31,,,,,,,,,10,1.43,2,6,7,"Regression-based face alignment algorithms predict facial landmarks by iteratively updating an initial shape, and hence are always limited by the initialization. Usually, the initial shape …",https://zhiwenshao.github.io/pdfs/projects/2017/zhu2017better.pdf,"https://scholar.google.com/scholar?q=related:Cxdp_astmQkJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"X Xu, B Wang, L Wang, Y Xu, T Boubekeur",Vectorized point based global illumination on Intel MIC architecture,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301048,"https://scholar.google.com/scholar?cites=15197140385601601362&as_sdt=2005&sciodt=0,5&hl=en",402,2025-02-16 20:07:31,,,,,,,,,4,0.57,1,5,7,Point-based global illumination (PBGI) is a popular rendering method in visual special effects and motion picture productions. This rendering algorithm models the 3D scene as a …,,"https://scholar.google.com/scholar?q=related:Ur-GrakW59IJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"X Meng, J Pan, H Qin, P Ge",Real-time fish animation generation by monocular camera,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317302170,"https://scholar.google.com/scholar?cites=11371236426302867814&as_sdt=2005&sciodt=0,5&hl=en",415,2025-02-16 20:07:31,,,,,,,,,5,0.71,1,4,7,Fish animation generation is an interesting topic since it plays an important role in building virtual underwater worlds. Accurate motion capture and flexible retargeting of fish is difficult …,https://www3.cs.stonybrook.edu/~qin/research/2018-cag-real-time-fish-animation.pdf,"https://scholar.google.com/scholar?q=related:ZsnDRki_zp0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
9,"SV Salazar, JA Ticona, R Torchelsen, L Nedel, ...",Heat-based bidirectional phase shifting simulation using position-based dynamics,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318301389,"https://scholar.google.com/scholar?cites=13080556357726337117&as_sdt=2005&sciodt=0,5&hl=en",416,2025-02-16 20:07:31,,,,,,,,,9,1.29,2,5,7,"Phase-change phenomena are present in our daily life. Examples are the evaporation of a fluid when it reaches its boiling temperature, the condensation of water vapor in air due to …",https://posthci.com/Papers/Heat-based%20bidirectional%20phase%20shifting%20simulation%20using.pdf,"https://scholar.google.com/scholar?q=related:XXjBHrR4h7UJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"J Fayer, B Durix, S Gasparini, G Morin",Texturing and inpainting a complete tubular 3D object reconstructed from partial views,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300773,"https://scholar.google.com/scholar?cites=2646734456917660127&as_sdt=2005&sciodt=0,5&hl=en",421,2025-02-16 20:07:31,,,,,,,,,5,0.71,1,4,7,"We present a novel approach to texture 3D tubular objects reconstructed from partial views. Starting from few images of the object, we rely on a 3D reconstruction approach that …",https://hal.science/hal-01804180/file/preprint.pdf,"https://scholar.google.com/scholar?q=related:3xFdL_cWuyQJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
7,"Z Su, L Chen, X He, F Yang, L Sass",Planar structures with automatically generated bevel joints,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849318300256,"https://scholar.google.com/scholar?cites=18276262804834285637&as_sdt=2005&sciodt=0,5&hl=en",422,2025-02-16 20:07:31,,,,,,,,,7,1.0,1,5,7,A generative method based on computer algorithms is proposed to automatically produce parts of planar structures ready for fabrication. The parts resemble surface patches of the …,https://dspace.mit.edu/bitstream/handle/1721.1/124169/Z.Suetal.PlanarStructureswithAutoGeneratedBevelJoints.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:RfjUbzBUov0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"O Argudo, M Comino, A Chica, C Andújar, ...",Segmentation of aerial images for plausible detail synthesis,2018,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849317301887,"https://scholar.google.com/scholar?cites=7788319224349939699&as_sdt=2005&sciodt=0,5&hl=en",423,2025-02-16 20:07:31,,,,,,,,,5,0.71,1,5,7,The visual enrichment of digital terrain models with plausible synthetic detail requires the segmentation of aerial images into a suitable collection of categories. In this paper we …,,"https://scholar.google.com/scholar?q=related:81e5_BGrFWwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"RK dos Anjos, J Pereira, J Gaspar",A navigation paradigm driven classification for video-based rendering techniques,2018,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784931830178X,"https://scholar.google.com/scholar?cites=17099856344939536668&as_sdt=2005&sciodt=0,5&hl=en",427,2025-02-16 20:07:31,,,,,,,,,5,0.71,2,3,7,"The use of videos as an input for a rendering process (video-based rendering, VBR) has recently been started to be looked upon with greater interest, and has added many other …",https://eprints.whiterose.ac.uk/194581/1/SurveyVBR.pdf,"https://scholar.google.com/scholar?q=related:HKFULr_kTu0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
